The number of jobs:
160

The number of machines:
16

The number of workers:
5

The processing power of each machine:
(Where columns denote machines: 1 to 16.)
1,15,13,15,20,17,20,14,18,18,14,10,13,17,18,19

The idle power of each machine:
(Where columns denote machines: 1 to 16.)
10,3,10,3,2,2,9,10,7,2,5,6,9,4,3,3

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 5 and columns denote machines: 1 to 16.)
1.25,1,1.5,1.25,0.5,1,1.25,1,1,1.5,1.25,0.75,0.5,0.75,1.5,1.5
1,0.75,1.5,1,0.5,0.75,1.5,1,0.5,1.5,0.5,1.5,1.25,0.75,0.5,1.5
1,0.5,1,1,1.25,0.5,0.75,1,1.25,1,0.75,0.75,0.5,0.75,0.5,1.5
1.5,1.25,0.75,1.25,1.25,1.25,0.75,1.25,1,1.5,1.25,1.5,0.5,1,0.75,0.5
0.75,0.75,1.5,0.5,1.25,1.5,1.5,1.25,1,1.25,1,0.5,1.5,0.5,0.75,0.75

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 160 and columns denote machines: 1 to 16.)
71,35,1,33,70,95,38,76,52,12,30,77,90,29,32,4
54,52,75,54,69,87,93,63,60,34,36,43,76,80,94,92
94,11,12,78,4,29,60,85,95,85,63,20,30,63,6,3
95,42,31,76,72,46,65,60,59,54,50,22,99,91,27,30
85,64,39,73,85,57,53,70,70,92,71,38,33,61,54,44
19,93,85,48,93,48,29,28,29,72,23,10,94,64,68,58
30,83,18,88,56,68,5,22,82,12,6,24,16,88,93,95
57,60,28,96,2,46,2,41,43,61,1,87,54,78,63,25
92,57,5,72,28,33,65,35,3,27,86,43,78,34,58,60
78,65,62,27,84,78,90,61,73,67,4,40,97,51,85,66
52,35,63,39,14,6,74,59,78,19,98,56,20,92,65,45
21,9,47,5,92,60,99,11,5,49,64,54,17,53,4,55
82,60,81,85,27,33,66,17,94,63,79,70,60,49,96,41
70,20,88,69,95,34,80,27,44,11,86,38,81,53,30,18
62,70,13,23,22,63,14,66,6,73,30,27,52,24,53,93
76,37,40,24,55,32,13,3,27,95,69,25,62,94,65,45
2,19,76,97,43,61,50,77,12,4,41,53,32,94,45,78
31,74,44,45,4,86,47,78,76,57,74,8,20,15,72,51
40,82,30,96,72,24,54,4,34,41,79,67,93,55,62,82
85,39,68,61,69,19,6,2,62,53,50,82,99,78,15,90
35,72,74,41,64,4,41,56,72,86,95,41,26,13,96,75
15,37,72,87,95,8,92,52,49,57,44,87,56,21,40,50
19,39,49,8,10,58,52,72,48,56,85,72,42,97,51,2
35,75,77,84,32,32,51,50,74,54,95,42,42,52,19,43
20,54,96,35,8,11,79,23,38,28,7,30,8,91,32,62
31,59,54,34,4,31,48,26,41,42,53,30,74,5,73,37
19,61,64,72,42,13,74,17,13,52,83,76,53,99,86,42
24,89,55,95,69,84,48,23,63,26,61,89,37,29,81,97
7,96,56,88,60,51,18,69,17,29,69,99,95,93,35,43
16,27,67,43,64,57,93,54,12,1,67,37,46,66,60,16
29,81,21,12,61,97,87,35,43,86,96,72,99,56,18,88
17,61,85,78,14,8,52,63,95,1,34,65,82,27,94,30
14,36,12,35,54,88,12,66,28,72,56,19,82,42,99,6
77,63,33,90,71,54,55,83,70,92,69,63,8,38,49,16
84,68,25,14,67,89,40,20,47,27,73,3,5,46,3,24
34,5,34,45,27,3,73,89,50,44,82,30,23,65,71,2
62,93,26,95,18,49,74,17,38,82,73,20,30,62,38,13
52,77,9,44,87,54,33,9,97,82,34,95,4,11,35,95
67,11,26,43,99,50,38,90,18,86,60,59,8,76,25,67
23,48,18,23,7,80,43,34,9,65,26,66,8,82,76,39
73,84,63,83,52,27,36,86,59,95,63,54,54,49,83,54
24,35,87,62,43,95,65,35,84,75,72,5,5,88,46,69
92,32,75,8,46,42,14,51,15,45,68,36,39,12,9,90
87,45,97,19,86,41,12,39,32,56,57,83,80,70,73,55
25,93,46,87,52,12,39,66,84,41,72,11,78,1,12,22
22,41,83,89,54,49,46,30,84,65,4,68,81,2,27,19
75,9,60,11,44,41,79,69,7,56,12,3,97,79,15,53
97,75,26,33,34,46,17,64,97,41,18,80,58,3,90,98
84,96,49,96,55,36,70,74,2,7,7,50,54,44,53,79
62,54,78,48,38,69,18,60,87,97,91,30,12,1,39,8
22,66,7,51,23,21,61,2,97,50,85,63,50,15,86,68
63,16,2,96,96,59,99,56,46,78,98,25,62,82,2,94
31,83,57,96,33,71,92,90,28,48,23,31,12,53,16,37
32,43,51,27,99,37,67,27,30,70,69,74,83,35,27,60
17,35,70,47,64,99,22,37,84,14,54,80,96,32,17,50
12,48,70,41,64,92,23,79,8,72,83,32,12,58,63,34
64,46,30,52,7,2,75,72,87,23,69,40,45,53,49,23
37,93,80,27,63,76,97,2,14,6,59,47,40,13,77,75
98,37,83,41,4,21,30,96,95,64,62,23,14,41,23,36
60,93,39,63,51,47,43,27,46,96,6,40,81,87,15,96
51,34,41,26,48,32,13,30,45,38,29,39,6,48,15,98
77,29,41,30,82,62,24,35,34,10,95,94,40,38,27,89
