The number of jobs:
200

The number of machines:
16

The number of workers:
6

The processing power of each machine:
(Where columns denote machines: 1 to 16.)
2,20,16,17,20,13,15,12,15,18,19,12,17,13,10,16

The idle power of each machine:
(Where columns denote machines: 1 to 16.)
7,9,8,10,3,8,1,8,4,10,4,8,4,1,8,5

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 6 and columns denote machines: 1 to 16.)
1.5,1.25,1.25,0.5,0.75,0.5,1,1.25,0.75,1,0.75,0.75,0.75,0.75,1.25,1.25
0.75,1.5,1.25,1.5,1.5,1,0.5,0.5,1,0.75,0.75,0.75,1.25,0.75,1.5,0.5
1.25,1,1,1.5,0.5,1.5,1.25,1,1.25,1,1.25,0.75,1,0.5,0.5,0.5
1,1.25,1.5,0.75,1.25,1.25,1,1.25,1,1.25,1.25,1.25,1,1.5,0.75,1.25
0.5,0.75,1,1.25,0.5,0.75,1.25,1,0.5,0.75,1.25,1.5,1.25,1.5,1,1.25
1,1,1.25,1.5,0.5,0.75,1.25,0.5,0.75,0.75,1.25,0.5,0.75,0.75,1.25,1

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 200 and columns denote machines: 1 to 16.)
4,80,72,9,13,33,51,47,64,14,31,42,10,29,54,31
71,63,19,93,50,45,54,99,36,49,28,56,61,63,88,28
48,66,61,86,3,65,3,35,14,40,78,98,40,38,72,94
26,96,10,60,96,10,33,67,9,95,56,96,12,17,52,20
92,4,94,7,8,33,12,38,26,75,80,56,63,87,54,59
79,15,8,5,17,52,98,24,18,11,50,64,69,95,37,17
6,87,8,18,88,88,32,67,87,91,27,22,61,53,48,62
91,36,54,58,39,64,83,85,33,3,87,13,78,20,33,35
24,33,8,4,40,94,30,48,82,24,57,57,13,30,55,58
66,86,97,66,56,45,71,73,46,86,99,70,93,85,24,18
54,10,29,8,39,76,57,62,30,14,26,82,17,58,30,31
34,3,35,71,4,59,96,72,43,18,14,44,14,6,77,58
58,58,40,79,46,50,4,74,58,26,16,38,19,75,33,44
46,4,44,74,76,41,94,28,7,8,79,98,75,95,47,30
40,74,61,54,32,92,23,5,37,90,93,52,55,78,45,77
66,61,86,24,86,96,46,59,44,48,33,77,39,87,22,42
93,55,95,87,73,23,87,90,23,17,79,95,35,96,18,3
7,48,13,69,75,90,6,16,2,3,47,30,53,87,34,76
55,34,4,58,67,24,64,99,30,52,37,9,81,83,50,41
77,81,96,18,49,61,61,86,73,18,53,40,42,87,18,5
95,62,68,1,42,81,18,61,7,12,95,62,52,75,93,89
88,14,84,1,88,42,87,1,90,69,85,88,25,43,86,68
52,35,32,2,83,21,10,93,99,9,47,99,72,86,75,60
86,73,66,84,96,10,66,33,40,90,49,9,22,9,22,37
64,87,3,18,77,55,98,80,23,67,61,10,97,17,41,2
66,94,24,72,31,34,63,83,80,2,73,20,93,30,62,94
19,84,14,39,52,50,24,37,32,60,14,16,53,69,44,45
8,54,94,88,78,57,21,28,5,70,88,14,95,12,50,74
88,78,38,24,80,25,69,22,50,72,98,58,59,3,50,55
45,3,91,5,32,79,68,3,69,22,79,17,18,68,83,76
35,27,11,98,30,35,66,63,55,67,95,34,31,4,49,32
72,37,68,50,99,62,73,87,56,7,52,53,51,64,50,26
92,66,3,65,49,43,38,4,61,16,1,74,82,62,17,77
55,25,49,65,69,11,4,42,72,47,52,31,39,35,25,55
58,96,72,92,37,15,5,50,35,58,61,58,46,24,39,98
78,98,79,3,21,7,38,13,61,55,91,54,16,78,33,81
36,35,27,71,17,85,56,17,78,76,7,41,52,41,85,26
31,3,47,98,27,53,19,40,30,33,23,19,71,77,59,68
57,66,5,56,78,74,73,12,6,64,91,6,75,85,18,1
69,92,24,68,81,43,59,10,49,59,28,78,22,43,11,81
43,63,72,9,79,92,27,2,54,28,86,26,87,19,40,21
44,42,97,59,93,34,42,16,84,4,55,65,41,48,41,23
65,60,62,35,15,19,71,74,57,97,76,58,62,38,64,98
91,3,29,99,21,19,77,48,94,99,20,89,60,37,46,29
66,26,69,62,6,64,23,76,90,43,8,49,19,88,2,37
45,21,32,61,40,72,76,27,22,95,51,27,46,12,52,31
84,89,21,56,57,46,67,88,51,66,84,76,45,29,82,17
50,31,16,42,72,31,54,49,2,89,21,73,83,19,26,5
53,88,24,52,84,24,66,49,72,16,76,45,57,36,53,10
4,77,7,56,21,6,61,13,77,62,1,10,32,17,60,13
95,4,24,6,54,3,75,43,2,66,69,79,84,93,63,70
82,51,59,35,58,5,26,42,55,68,62,19,47,87,69,18
58,22,86,38,36,39,5,36,61,50,23,45,57,64,57,39
85,88,12,76,45,67,52,95,6,81,34,65,86,8,18,80
31,21,92,96,16,51,21,93,66,57,95,75,86,28,99,7
23,49,49,92,96,97,21,4,66,6,6,78,4,47,56,98
37,4,40,17,9,70,44,49,68,13,2,54,95,17,97,74
52,2,99,13,68,17,31,5,22,44,94,67,67,96,14,46
95,8,33,83,27,84,65,20,53,82,88,52,64,71,55,86
14,26,74,57,22,68,67,50,45,32,29,32,14,15,2,64
65,92,42,5,49,99,62,83,11,47,80,56,23,35,82,10
60,65,11,6,83,74,38,33,98,7,44,33,91,39,42,44
62,85,88,66,10,11,7,12,47,25,89,1,60,66,71,62
84,23,92,23,27,1,1,45,62,53,15,6,81,4,94,97
46,93,58,95,92,99,74,67,57,5,18,80,59,75,25,85
9,59,6,33,77,88,17,49,68,28,43,66,46,53,96,80
32,17,88,15,52,3,81,80,54,44,3,71,26,73,21,16
55,15,42,42,71,78,39,63,41,36,78,40,44,55,10,89
97,72,80,80,55,6,61,36,1,42,96,69,74,89,37,34
97,64,44,89,93,4,11,48,13,79,9,27,34,73,35,95
85,10,2,2,77,76,32,91,82,14,78,77,6,95,53,3
58,93,96,32,24,39,43,34,99,24,39,51,47,47,95,57
