The number of jobs:
160

The number of machines:
12

The number of workers:
5

The processing power of each machine:
(Where columns denote machines: 1 to 12.)
0,17,19,20,12,17,20,19,14,18,10,10

The idle power of each machine:
(Where columns denote machines: 1 to 12.)
5,8,6,3,4,10,1,4,3,5,10,10

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 5 and columns denote machines: 1 to 12.)
1.5,0.5,0.5,0.5,0.75,1,0.75,0.75,0.75,0.75,1.25,1.5
1.25,1.25,1.25,0.5,1.25,0.5,1,1,0.5,0.5,1.5,1.25
0.75,0.5,0.5,1,1.5,1,0.75,0.5,1.5,0.75,1.5,0.75
1.25,1.25,1.25,1.5,0.75,0.5,1.25,0.5,0.5,1,1.25,0.5
1,0.75,1,1.25,1.25,1,1.5,0.5,1,0.75,1.5,1.25

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 160 and columns denote machines: 1 to 12.)
27,4,35,88,98,21,9,86,54,8,29,16
12,78,5,52,63,70,27,10,8,93,36,23
83,6,32,9,98,55,8,78,31,29,62,77
58,73,97,49,70,50,62,1,19,51,12,10
40,1,96,75,89,6,81,48,63,78,60,32
14,11,71,23,71,56,81,5,25,41,84,36
38,9,69,72,57,45,94,34,59,82,41,11
92,76,62,43,55,30,32,5,27,99,30,82
88,26,97,7,48,17,18,92,84,90,19,65
81,92,52,8,71,81,14,67,85,81,56,15
59,70,70,71,10,49,53,87,13,53,39,80
22,51,65,9,1,93,80,11,80,81,26,10
25,76,88,40,6,66,82,78,87,85,70,30
21,43,79,81,44,22,5,90,82,42,82,81
25,43,9,22,31,76,14,8,21,95,73,87
42,56,39,25,26,50,6,96,44,57,72,19
29,91,32,10,9,1,7,43,98,70,68,55
14,72,16,5,18,74,12,74,13,74,16,37
95,87,2,18,18,53,74,83,57,84,30,12
80,47,34,14,81,88,3,34,54,81,93,75
2,90,61,94,25,98,60,83,59,13,15,53
44,28,5,5,15,48,73,23,7,48,17,93
76,3,56,66,96,4,25,92,4,96,19,72
40,49,84,6,64,30,80,98,7,67,29,41
11,76,76,26,90,89,57,97,82,76,12,48
38,95,33,26,69,27,36,97,83,29,7,99
32,37,43,51,16,5,26,30,99,99,23,10
21,90,49,68,36,13,86,82,40,11,93,46
65,16,12,89,83,26,53,30,22,97,16,5
68,12,10,12,40,53,48,9,30,72,61,50
8,22,82,36,64,42,75,21,9,46,80,88
45,16,38,46,64,2,54,88,35,15,4,89
17,28,17,69,24,72,29,90,77,44,21,56
23,88,24,72,46,70,93,7,14,65,11,66
46,11,69,33,23,62,51,5,7,73,34,68
59,36,84,21,24,92,90,78,51,59,61,35
92,10,17,48,76,87,43,56,53,93,89,82
76,52,38,97,5,31,61,60,41,46,77,83
3,52,25,7,33,67,32,32,68,90,29,24
92,75,96,50,93,86,76,90,35,37,1,80
72,88,52,37,26,13,93,36,43,79,68,33
13,28,2,87,91,82,53,20,60,23,4,75
