The number of jobs:
40

The number of machines:
10

The number of workers:
4

The processing power of each machine:
(Where columns denote machines: 1 to 10.)
9,19,13,20,18,17,10,12,20,15

The idle power of each machine:
(Where columns denote machines: 1 to 10.)
10,5,9,2,6,6,1,4,9,3

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 4 and columns denote machines: 1 to 10.)
0.5,1.25,1.5,0.5,1.25,1.25,1,0.75,1.5,0.5
0.75,0.75,0.75,0.5,0.5,0.75,1.5,0.75,1.5,0.75
0.5,1.5,0.75,0.75,0.75,1.25,0.75,1,1.25,0.75
1.25,0.75,0.5,1.25,1.5,0.75,1.25,1,0.5,1

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 40 and columns denote machines: 1 to 10.)
71,15,33,2,88,11,62,69,25,98
72,61,15,80,42,90,82,65,15,58
23,62,25,87,99,1,12,75,83,8
67,8,20,57,15,39,3,58,26,68
10,44,3,66,3,11,78,33,50,5
40,64,57,10,26,79,15,56,26,70
18,44,26,78,10,47,34,82,19,93
74,58,4,99,81,82,11,83,60,67
8,14,92,69,47,14,64,35,68,68
76,96,43,21,2,5,90,42,92,5
39,91,81,68,64,80,5,59,69,36
30,13,37,82,61,1,8,36,51,15
17,10,16,49,41,92,25,22,53,30
47,19,85,66,97,33,91,35,62,38
65,9,79,69,23,98,16,68,95,89
65,96,91,88,38,7,38,86,54,88
79,33,64,81,54,16,38,55,50,67
15,48,80,65,91,64,59,49,33,38
2,70,22,73,29,30,79,12,5,34
11,47,50,77,70,94,45,25,36,15
57,49,4,40,11,77,55,68,96,42
59,54,46,49,17,84,99,46,73,30
45,16,54,40,37,29,13,53,96,61
75,60,55,84,28,61,27,35,24,64
86,8,68,57,45,46,64,5,19,85
3,52,88,85,9,36,30,20,61,77
33,9,66,63,14,60,95,16,58,87
24,59,33,99,53,72,78,34,15,66
60,7,54,39,61,2,30,41,49,97
75,29,45,27,69,44,85,32,40,76
7,81,55,64,45,45,18,94,32,68
29,53,41,41,43,27,88,36,71,59
77,54,95,81,54,25,31,65,19,65
62,3,67,96,15,81,89,4,90,37
97,72,61,35,10,65,86,90,92,5
28,75,90,96,95,88,72,10,90,97
58,48,72,42,62,81,17,94,78,86
32,3,48,67,97,69,96,33,57,20
98,10,54,88,86,17,69,48,18,62
10,10,64,15,58,53,60,35,73,86

The initial sequence dependent setup time of each job processed on machine 1.
(Where rows denote jobs: 1 to 40 and columns denote jobs: 0 to 40.For example:The value of Sijk is in row j,column i+1.)
24,37,3,60,15,53,98,32,69,37,5,76,49,20,5,42,45,23,43,57,56,60,29,39,74,69,28,39,10,91,79,27,95,4,14,6,85,32,9,71,40
89,97,78,23,75,88,31,14,12,40,38,49,4,83,62,71,76,99,34,65,19,36,39,6,75,63,25,55,38,18,50,28,91,68,75,71,28,38,30,6,70
16,13,31,37,33,58,93,69,79,51,7,71,53,93,1,12,82,61,48,83,19,40,95,75,96,80,88,1,1,49,30,20,19,87,7,2,46,39,91,68,45
13,72,89,18,17,77,48,4,40,24,43,96,50,5,14,86,87,22,97,41,51,85,4,15,60,93,94,87,26,51,27,24,91,80,17,82,3,67,22,89,46
3,85,3,60,88,40,50,9,46,86,41,95,23,1,87,83,4,19,17,65,21,37,55,32,62,42,83,3,30,38,44,47,13,47,49,86,45,68,65,48,57
69,86,6,23,11,30,83,34,61,16,9,36,54,24,17,94,25,8,9,43,27,58,48,18,79,4,7,57,11,57,48,93,68,99,57,91,23,79,93,35,85
17,80,99,11,17,54,58,38,5,58,10,70,11,79,37,83,77,26,89,73,28,79,77,84,41,62,74,83,76,38,69,2,95,28,16,22,28,43,40,50,64
25,69,71,54,70,86,59,74,67,95,1,45,13,22,33,86,7,72,70,28,93,78,41,5,94,33,36,91,38,17,19,31,49,85,76,72,79,71,13,62,18
97,15,73,4,57,51,64,86,79,20,69,53,56,7,27,80,29,90,33,34,83,92,46,7,14,99,60,69,23,31,44,82,61,92,64,55,6,89,57,72,41
25,40,17,41,16,41,51,1,48,93,40,76,20,82,9,31,94,90,98,15,96,81,10,1,67,56,74,20,94,57,54,32,46,82,16,89,32,54,95,21,55
31,96,97,1,42,28,30,70,83,18,95,14,54,97,15,25,44,7,55,48,30,46,89,49,82,51,69,50,97,23,57,93,43,92,22,10,77,56,26,68,41
88,8,92,4,79,16,26,41,1,53,15,10,32,40,96,25,67,99,93,7,13,15,68,36,94,52,49,91,27,59,32,51,53,93,85,38,16,79,47,90,91
55,58,50,86,97,94,2,83,85,95,73,71,84,37,60,45,68,72,33,89,19,53,59,96,66,20,29,96,91,15,49,3,53,55,98,53,94,79,98,44,1
16,60,19,98,76,28,9,73,48,26,85,37,95,23,55,49,52,17,45,79,98,20,80,60,47,98,99,85,3,20,77,3,76,42,51,1,29,10,23,91,62
6,68,20,96,90,53,35,7,33,72,77,95,47,80,78,43,92,98,65,36,30,39,93,90,36,96,24,45,13,53,6,81,5,36,76,58,26,3,26,22,14
