The number of jobs:
40

The number of machines:
6

The number of workers:
4

The processing power of each machine:
(Where columns denote machines: 1 to 6.)
2,16,14,14,20,10

The idle power of each machine:
(Where columns denote machines: 1 to 6.)
8,1,2,6,8,7

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 4 and columns denote machines: 1 to 6.)
1.5,1.5,1.5,1,1.5,1.25
0.5,1,1.25,1.25,0.75,0.5
1,0.5,1.5,1.25,1,1
1.5,0.5,1,0.75,1,1.5

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 40 and columns denote machines: 1 to 6.)
57,29,20,71,90,14
45,40,29,5,1,21
55,92,80,70,87,52
61,7,17,98,10,84
64,64,47,23,90,4
43,68,95,25,85,11
73,90,35,12,35,86
93,45,87,48,48,82
47,26,95,5,9,56
48,36,76,11,32,89
13,9,14,71,3,22
51,47,56,24,93,49
69,99,88,96,82,49
51,92,40,55,18,64
99,70,92,25,56,12
25,15,49,76,97,71
65,33,68,68,84,61
6,39,45,99,52,93
46,52,89,35,97,63
99,85,57,42,61,86
86,58,73,73,37,7
56,58,10,95,32,62
23,73,24,19,49,45
37,98,99,87,95,38
94,15,15,78,20,5
77,88,49,11,44,68
33,53,40,35,3,14
62,82,85,19,13,20
25,18,40,39,22,61
90,83,15,94,46,12
65,52,22,40,37,90
49,74,98,94,56,2
41,43,71,36,77,30
69,9,77,96,98,9
31,56,59,92,68,44
90,69,68,59,21,60
88,21,70,46,39,97
64,63,25,84,86,53
87,48,29,28,45,74
40,90,2,50,25,66

The initial sequence dependent setup time of each job processed on machine 1.
(Where rows denote jobs: 1 to 40 and columns denote jobs: 0 to 40.For example:The value of Sijk is in row j,column i+1.)
40,35,80,61,31,71,55,39,24,4,6,34,32,21,64,17,65,34,48,84,11,49,79,7,12,77,3,98,50,46,96,89,66,21,20,9,94,98,14,35,76
39,43,76,47,51,59,87,80,95,91,17,45,49,58,71,70,65,47,28,96,31,84,62,47,76,27,60,90,83,29,1,93,72,60,93,80,38,56,36,5,64
58,20,1,76,18,5,34,91,48,25,58,65,55,96,76,10,21,39,7,57,79,98,60,25,83,99,75,93,10,45,75,42,81,87,43,74,35,91,15,56,45
11,4,58,6,46,62,80,26,76,11,61,65,82,77,44,7,93,70,65,43,23,32,6,34,70,60,59,67,75,68,68,7,49,94,12,43,80,20,43,49,43
24,44,79,9,18,31,19,68,66,58,41,38,66,20,85,78,97,92,15,87,51,70,50,86,48,96,20,5,85,25,97,44,91,88,41,19,19,27,70,19,49
46,6,37,76,15,64,65,81,94,9,58,4,13,61,76,17,40,29,33,91,7,37,54,77,81,9,80,33,3,45,95,4,30,78,89,97,84,2,43,99,73
46,62,19,63,88,79,15,71,1,8,86,72,51,72,62,2,87,58,47,35,2,29,70,96,45,51,98,57,79,75,21,82,67,97,18,12,21,91,5,95,15
45,76,11,97,18,25,32,31,15,46,74,34,42,39,32,18,76,12,57,24,35,72,78,75,64,54,2,70,7,17,95,56,88,96,58,38,17,11,84,7,68
83,5,51,56,11,8,68,22,69,46,7,24,47,88,57,69,58,44,25,66,61,98,57,70,51,10,71,49,32,48,74,24,84,45,95,53,25,81,61,82,48
8,11,63,7,80,24,11,30,33,57,70,97,84,4,22,10,37,35,82,21,15,85,6,68,9,71,22,13,67,79,25,63,77,49,75,7,76,34,72,89,39
