The number of jobs:
40

The number of machines:
8

The number of workers:
3

The processing power of each machine:
(Where columns denote machines: 1 to 8.)
8,18,18,16,11,15,13,19

The idle power of each machine:
(Where columns denote machines: 1 to 8.)
4,3,8,8,2,7,7,9

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 3 and columns denote machines: 1 to 8.)
1.5,1.5,1,0.75,0.5,1.25,1.25,0.75
1,1.25,1.25,0.75,1,1.25,0.75,0.75
0.5,1.25,0.5,0.75,0.5,0.75,1.5,0.5

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 40 and columns denote machines: 1 to 8.)
36,60,59,74,46,70,10,88
16,50,13,32,53,73,36,25
43,29,26,40,8,24,19,42
90,72,35,2,10,84,12,89
21,8,48,13,41,55,2,91
79,5,52,51,94,89,57,64
10,12,57,19,4,30,66,30
33,8,22,11,28,64,79,16
22,22,77,32,80,11,95,13
91,87,38,94,41,69,84,33
75,5,5,48,64,37,65,59
1,99,68,28,8,36,54,28
15,42,45,70,67,32,13,15
69,75,6,50,57,74,45,98
1,55,18,19,29,13,2,37
66,21,21,36,65,89,6,62
5,78,52,99,27,24,46,16
26,21,56,64,83,19,74,89
72,46,38,54,11,86,81,47
9,12,61,42,30,32,68,58
35,72,75,73,49,36,85,44
61,88,33,4,25,95,85,28
39,67,15,7,22,20,4,20
5,47,89,24,98,11,40,37
73,65,91,39,33,66,88,9
47,63,81,37,91,81,28,26
31,60,99,95,24,92,86,66
68,94,35,30,19,32,55,69
31,96,65,77,46,34,55,20
70,99,47,36,45,27,5,47
2,17,26,22,1,10,57,36
9,49,92,4,19,2,30,15
52,44,49,72,15,9,98,84
56,20,21,67,22,83,93,37
95,91,55,68,90,69,28,60
58,34,64,54,26,7,18,14
41,70,3,39,39,46,50,34
79,26,18,6,44,54,66,79
23,93,77,88,92,72,68,44
15,78,62,34,3,90,75,24

The initial sequence dependent setup time of each job processed on machine 1.
(Where rows denote jobs: 1 to 40 and columns denote jobs: 0 to 40.For example:The value of Sijk is in row j,column i+1.)
4,77,82,61,15,89,38,32,45,95,48,39,76,17,91,8,72,14,66,49,3,76,94,89,56,96,89,68,21,70,2,25,33,86,12,31,74,80,99,80,55
96,49,61,73,20,76,31,61,53,16,64,97,62,84,63,34,2,24,51,93,21,35,26,12,98,44,16,80,32,58,78,16,61,76,95,22,84,58,89,22,3
6,93,20,50,76,81,96,37,50,36,63,61,12,62,44,3,34,48,90,65,93,46,30,98,39,72,85,85,28,45,34,87,32,39,81,96,73,43,70,53,59
25,63,76,5,59,69,52,26,21,40,20,57,40,58,43,44,30,8,76,87,39,35,67,13,55,92,13,76,14,99,85,38,85,98,55,5,6,14,99,79,89
49,63,28,50,81,1,31,42,85,76,15,85,63,98,75,95,88,82,92,44,50,7,96,56,22,92,76,78,82,72,36,7,99,12,43,78,4,10,71,8,84
80,44,98,53,56,58,73,89,73,46,27,16,92,71,56,13,58,9,87,99,92,81,82,23,5,5,56,95,10,79,16,25,93,29,4,75,29,75,1,98,48
27,4,2,10,72,30,88,16,59,69,35,95,94,77,11,33,4,39,14,67,63,17,89,49,45,80,37,86,38,94,84,18,9,40,46,93,44,99,89,74,47
91,70,63,79,37,20,48,78,25,2,9,74,80,9,26,99,19,90,61,96,8,55,72,58,86,24,81,16,67,43,72,74,31,18,37,32,46,14,29,39,40
39,72,81,53,16,43,41,49,83,23,10,11,66,12,79,57,55,75,60,77,29,75,76,7,70,36,31,42,51,53,15,56,4,34,50,43,37,4,7,29,88
15,67,91,60,35,21,82,8,73,36,58,81,62,19,25,53,85,82,64,96,23,57,42,96,18,10,57,42,75,24,10,43,18,18,81,58,57,8,80,7,66
56,77,61,42,70,87,44,36,71,22,17,1,35,93,95,52,10,90,20,62,24,94,55,85,33,40,27,79,78,47,39,62,26,86,98,65,39,66,45,96,7
30,16,37,75,18,69,98,61,9,92,69,26,19,85,29,83,19,78,90,52,1,14,24,25,31,32,28,84,30,51,78,26,74,86,98,97,11,48,61,23,55
43,92,35,28,9,49,7,46,33,1,86,69,73,77,86,38,60,76,75,34,90,7,94,96,65,66,37,74,5,57,47,27,23,85,80,63,91,85,64,64,38
60,80,74,33,83,15,98,67,19,17,18,36,60,25,98,18,42,51,58,19,5,30,83,64,29,38,32,67,53,48,13,8,12,96,26,19,6,38,74,19,43
43,41,10,72,23,72,85,93,67,50,55,95,76,74,17,24,83,25,11,72,21,41,96,19,52,71,37,31,79,88,21,93,94,90,60,23,68,81,63,35,30
