The number of jobs:
140

The number of machines:
12

The number of workers:
5

The processing power of each machine:
(Where columns denote machines: 1 to 12.)
2,10,19,12,11,11,20,20,12,11,14,10

The idle power of each machine:
(Where columns denote machines: 1 to 12.)
6,2,5,4,3,8,9,5,5,10,10,4

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 5 and columns denote machines: 1 to 12.)
1,0.5,1,0.75,1,0.75,1.25,0.5,0.5,1.25,1.5,0.5
0.75,0.75,1.5,0.5,0.75,1.5,1.5,1.25,1,0.5,1.5,1
0.75,1.25,1.5,1,1.5,1.5,1.5,0.5,1.5,1.5,1.5,0.5
1.5,1.25,1.5,1,1,1.25,1,1.25,0.75,1,0.75,1.5
1.25,1,0.5,1.5,1,1.25,1.5,1.25,1,0.75,0.5,0.5

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 140 and columns denote machines: 1 to 12.)
62,35,82,16,76,57,35,36,45,70,87,26
62,21,75,83,13,57,61,99,24,77,30,74
6,4,56,17,42,69,36,62,34,65,77,77
45,15,20,7,38,36,23,46,20,81,75,9
60,92,50,31,40,63,10,77,80,35,41,2
28,99,95,77,29,45,38,47,98,67,58,24
75,41,19,74,15,17,82,14,84,49,33,67
97,64,30,2,16,78,42,93,10,64,52,23
15,57,91,8,9,85,58,79,8,83,91,4
44,92,83,14,58,5,87,82,73,91,80,9
69,78,33,52,42,99,72,91,72,48,3,18
12,86,29,60,91,76,45,12,23,32,76,62
57,79,97,60,68,14,8,53,79,69,31,74
67,11,15,91,44,79,27,87,34,75,51,48
98,53,77,74,6,65,50,18,18,4,77,56
2,30,83,28,2,2,29,30,51,37,28,49
18,59,27,24,62,4,78,59,93,37,62,30
5,65,77,41,82,6,75,81,94,50,64,48
27,95,12,28,55,84,70,64,90,24,83,27
75,74,42,24,46,11,74,96,58,14,70,47
73,57,68,32,63,45,35,97,49,87,93,26
38,15,75,61,73,9,18,16,90,83,5,96
74,40,23,98,26,8,95,85,19,82,82,98
46,29,50,5,88,37,48,50,29,37,6,55
73,1,11,65,43,78,65,89,62,79,58,50
16,36,56,68,54,18,99,26,31,41,66,98
47,99,83,52,36,95,88,69,84,54,29,38
87,44,96,82,10,79,43,28,8,8,46,31
80,73,62,89,98,95,83,46,79,82,33,90
78,73,38,56,53,40,11,30,44,7,57,52
52,84,70,55,35,52,34,30,80,17,61,56
76,53,78,9,87,74,75,46,64,91,69,61
11,85,78,46,76,91,91,31,53,22,65,44
3,76,92,96,31,36,27,29,45,74,76,94
98,25,47,81,58,68,53,69,62,31,47,33
53,33,53,32,73,85,93,78,56,12,40,57
23,16,82,21,84,7,89,99,19,48,90,91
68,7,96,97,83,57,90,64,76,26,55,24
15,96,71,91,70,11,83,83,82,30,6,95
5,33,50,74,96,93,64,97,52,59,50,97
67,2,37,45,17,86,6,57,85,72,47,34
93,19,29,6,79,34,55,62,29,94,77,90
80,53,45,99,25,5,63,85,8,1,83,78
81,2,83,28,27,9,87,82,61,22,16,46
70,96,5,35,45,33,4,46,29,1,16,99
81,94,31,87,66,63,44,67,62,82,37,18
2,62,29,80,15,61,37,34,82,83,58,82
63,43,97,47,3,49,90,61,87,48,97,77
13,34,80,45,91,96,73,68,79,63,85,78
43,8,80,25,85,12,83,3,3,46,23,18
70,77,62,50,56,27,53,84,49,64,32,10
31,7,75,29,34,58,99,76,36,12,59,30
17,81,27,7,44,92,24,56,17,87,88,27
44,55,45,89,7,91,22,28,59,42,87,66
54,73,20,69,83,15,69,15,94,29,22,7
60,10,92,25,54,46,85,92,39,83,88,4
71,46,57,67,48,89,84,6,94,35,4,52
80,52,20,22,29,12,27,74,97,27,53,85
14,97,87,19,17,38,96,85,57,61,60,11
29,47,53,10,87,77,54,97,79,34,5,28
53,25,69,80,44,70,34,17,63,68,40,11
48,1,28,46,42,73,45,85,11,50,57,27
12,6,15,87,5,17,65,55,34,52,5,73
78,45,27,32,72,61,92,94,53,75,29,7
29,40,34,10,4,69,52,18,10,27,14,98
7,72,77,62,67,76,31,27,11,64,88,8
47,57,25,77,7,23,66,19,56,91,48,66
74,39,95,5,82,4,43,67,40,23,5,26
86,65,87,8,98,64,7,8,19,81,59,72
17,41,54,52,46,35,46,50,77,88,2,19
41,24,59,89,89,68,32,37,79,49,17,14
57,95,24,53,28,24,52,55,62,18,24,61
41,61,56,11,82,49,55,81,4,33,66,81
62,30,99,9,30,35,82,6,67,69,78,22
75,5,25,47,32,77,23,27,42,75,81,46
25,62,63,72,65,66,60,73,19,74,57,9
72,51,3,22,30,45,13,50,23,33,70,87
94,40,51,1,11,23,76,39,5,62,76,45
30,8,50,89,68,58,9,69,2,59,84,78
67,74,81,27,39,93,19,67,3,11,40,11
86,76,60,63,19,80,84,14,33,49,14,26
18,63,79,42,87,72,65,24,78,38,93,16
24,70,90,2,45,86,35,42,30,81,55,70
77,12,50,4,69,36,66,59,35,66,24,98
53,8,72,32,81,72,34,94,80,76,48,20
59,50,33,52,64,40,18,87,4,86,21,55
83,52,35,35,32,11,32,34,44,78,49,78
10,20,31,50,53,23,97,74,1,13,83,66
17,50,98,85,64,3,14,66,68,99,94,84
93,64,79,7,7,28,14,68,4,80,5,35
35,32,37,95,54,71,63,19,52,19,65,71
38,8,99,74,72,78,64,77,56,39,74,73
75,36,34,18,7,51,36,73,43,40,98,72
46,78,53,51,66,50,34,55,50,84,18,46
34,52,96,54,36,67,9,85,69,28,52,13
93,10,21,97,2,40,12,83,44,93,52,56
58,4,81,71,34,90,70,28,72,57,7,30
8,97,84,28,64,37,89,93,94,71,77,96
8,86,25,12,73,50,13,94,74,10,70,36
66,45,72,84,62,84,73,5,60,65,30,72
62,44,15,49,72,31,56,77,84,9,87,38
11,4,65,81,37,38,25,3,75,73,70,3
91,12,54,77,98,52,66,52,64,77,34,64
23,64,6,62,75,88,14,54,3,12,31,69
69,17,71,3,25,97,73,75,94,67,98,64
95,82,10,34,76,4,30,38,51,3,21,84
13,13,16,42,11,60,88,12,98,82,29,53
28,11,22,14,89,90,2,31,32,26,50,88
1,54,8,47,45,33,80,72,13,38,76,45
2,54,35,41,39,43,42,51,49,89,90,28
99,87,15,41,1,9,53,75,75,36,50,91
11,66,82,87,26,11,45,51,52,5,52,13
62,48,75,5,97,3,99,98,29,40,42,41
53,45,2,24,11,25,6,84,82,37,36,8
40,3,60,59,19,92,23,99,70,99,19,1
72,1,54,76,92,84,88,61,33,42,9,27
93,14,48,91,26,54,43,33,1,76,66,97
9,33,70,31,91,47,55,64,55,20,54,51
77,23,56,98,89,30,45,24,67,43,54,88
90,66,88,83,95,81,77,79,67,79,34,72
52,98,69,25,3,17,13,68,1,64,77,4
31,64,30,56,27,75,44,4,80,9,17,35
9,17,56,39,39,64,12,85,89,18,57,60
78,93,68,76,61,20,19,89,19,4,83,45
33,98,14,90,30,76,12,90,69,31,72,38
16,57,49,55,41,49,4,42,53,18,20,83
85,95,59,51,6,63,32,4,30,53,95,80
78,98,19,76,17,91,39,94,34,80,1,94
56,34,31,26,11,67,90,15,60,51,17,85
20,80,1,59,87,62,15,6,15,84,9,21
92,38,91,55,87,46,92,89,38,21,42,37
97,89,4,99,58,79,59,48,61,77,90,46
66,51,23,64,24,29,60,3,81,69,67,64
5,24,47,45,46,39,56,76,96,15,50,56
41,86,34,62,92,84,63,85,12,99,63,88
35,48,35,14,81,34,86,85,5,57,90,49
21,72,49,28,38,43,6,30,32,59,11,1
53,2,63,32,86,94,53,28,84,39,49,60
85,47,69,76,63,76,78,13,40,44,10,37
18,90,5,91,46,88,60,81,34,9,39,48

The initial sequence dependent setup time of each job processed on machine 1.
(Where rows denote jobs: 1 to 140 and columns denote jobs: 0 to 140.For example:The value of Sijk is in row j,column i+1.)
93,10,67,32,9,65,45,35,28,2,73,85,35,95,75,16,48,92,45,36,95,70,67,15,19,49,1,11,49,24,35,90,11,74,48,79,93,29,57,5,35,32,67,1,43,34,24,20,53,28,52,36,50,42,48,78,85,91,18,49,8,75,85,85,27,29,34,42,57,13,45,89,82,65,93,10,68,71,14,63,88,43,69,3,29,13,56,56,70,14,6,31,70,82,46,34,20,92,89,50,98,76,32,53,33,69,48,35,62,51,97,77,25,28,22,63,77,53,65,62,50,20,65,27,9,46,24,58,80,52,94,28,61,8,94,20,1,53,49,23,47
71,20,37,4,56,32,26,75,68,65,73,10,36,62,35,36,31,64,91,44,15,50,84,59,31,72,28,48,39,45,14,7,39,56,37,27,17,33,82,29,71,95,55,56,80,32,35,48,64,38,29,75,10,89,47,27,47,65,45,89,81,72,34,81,33,64,66,19,11,11,46,98,60,85,50,96,86,30,47,61,43,24,37,57,64,34,23,54,38,32,13,37,67,10,79,80,70,56,89,51,34,37,54,16,53,68,89,24,39,59,99,7,58,21,4,46,71,20,84,3,32,55,92,72,55,98,70,88,16,32,32,47,97,56,42,72,33,55,35,69,14
27,8,83,60,69,89,63,25,40,62,49,99,90,12,3,41,99,69,42,75,19,83,58,80,33,6,95,54,86,14,71,77,72,47,97,22,52,45,64,87,84,44,5,25,30,59,3,99,10,67,84,38,78,88,78,34,96,36,29,32,62,21,96,44,62,5,80,28,48,20,49,28,19,90,40,17,83,33,37,38,49,81,4,14,21,33,2,53,88,47,38,85,46,82,34,15,48,3,68,65,76,27,79,68,50,60,3,66,35,11,98,69,89,54,10,75,61,5,94,49,51,48,9,20,88,66,49,33,66,19,51,42,23,67,70,29,80,74,83,90,39
69,97,40,80,92,48,82,29,62,8,91,92,6,29,70,58,16,91,38,61,16,44,72,75,42,44,63,60,62,74,79,53,54,56,37,25,36,51,58,80,15,86,74,1,26,56,90,99,79,50,72,88,42,9,24,76,40,7,8,24,56,19,44,61,22,13,22,23,11,88,37,6,95,90,98,58,10,94,16,34,42,85,70,19,94,86,17,35,59,74,76,20,10,70,78,66,44,1,52,47,65,10,81,2,81,68,49,45,64,32,68,88,74,72,98,39,71,27,10,50,18,63,6,68,85,68,25,57,45,17,4,69,7,24,39,18,89,34,27,62,86
73,77,9,6,87,78,1,31,77,58,58,53,99,80,52,13,8,65,1,77,91,75,12,73,42,18,18,42,74,32,91,31,90,67,30,15,59,56,30,45,77,36,72,22,60,48,74,32,51,55,61,32,32,24,40,53,88,35,49,48,26,61,56,48,8,22,75,93,42,32,80,96,84,25,11,38,8,95,64,11,62,21,76,46,12,50,20,20,5,98,73,49,66,37,1,59,49,33,86,81,66,97,63,96,96,15,50,38,86,91,67,29,60,60,36,4,46,43,13,20,29,55,27,64,37,82,5,6,26,17,80,34,15,6,30,66,94,86,2,25,73
1,88,81,51,37,25,6,37,27,93,30,39,11,66,3,22,42,17,98,99,48,80,47,68,1,95,90,91,10,65,39,50,29,5,37,66,26,29,39,55,20,47,35,11,86,18,17,43,51,47,55,14,86,44,62,48,68,84,7,91,60,73,66,94,55,64,2,84,64,41,5,21,35,92,96,58,79,92,44,9,4,7,4,59,80,27,14,16,47,35,17,98,21,52,71,87,23,33,47,73,70,18,65,70,97,56,75,4,94,22,83,3,91,21,30,16,92,27,2,87,19,48,42,14,53,18,79,64,72,94,53,92,24,15,90,33,85,93,81,97,21
28,7,89,59,4,17,77,65,95,34,34,45,12,21,75,87,35,55,5,98,10,1,51,7,95,10,44,28,17,19,97,72,11,3,55,90,8,63,46,87,38,31,13,78,3,25,59,79,10,92,60,18,8,95,45,86,28,89,88,6,76,41,35,45,82,9,72,31,50,57,71,91,85,22,50,35,63,13,90,92,4,65,1,53,26,13,99,13,90,58,23,6,67,81,66,52,42,30,68,59,21,27,82,76,55,37,23,18,21,72,79,97,15,15,16,63,94,92,29,88,72,98,17,53,6,87,48,26,49,95,58,64,21,17,19,83,63,20,99,54,9
