The number of jobs:
180

The number of machines:
14

The number of workers:
6

The processing power of each machine:
(Where columns denote machines: 1 to 14.)
9,16,17,16,14,13,18,10,15,12,10,17,18,16

The idle power of each machine:
(Where columns denote machines: 1 to 14.)
8,3,1,6,10,5,1,7,10,3,1,4,4,5

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 6 and columns denote machines: 1 to 14.)
1.5,0.75,1.5,1.25,0.75,1,0.75,1.25,1,1.25,0.75,0.5,1.5,1.5
0.75,1,0.5,1.5,0.5,1.25,1.25,1.25,0.75,0.5,0.75,0.5,1.5,1
1.25,1.5,0.75,1,0.5,1,0.75,0.5,1.25,1.25,1.5,1.5,1,1
1,0.75,0.75,0.75,1.25,0.75,0.75,0.75,1.25,0.75,0.75,1,1.5,1.25
1,1,1.5,1.5,0.5,0.5,1,1,0.5,0.5,1.25,1.5,0.75,0.75
0.5,0.75,1.25,1.5,1,0.75,0.75,0.5,0.5,1,0.5,1.5,0.75,1.5

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 180 and columns denote machines: 1 to 14.)
97,91,9,28,88,79,36,62,3,63,7,97,6,31
51,31,26,77,99,95,66,80,90,32,38,68,28,21
87,55,98,85,5,33,58,1,55,54,12,98,51,40
30,40,96,63,25,19,90,21,61,81,13,83,32,77
31,43,91,51,52,44,19,41,64,33,87,66,16,94
84,13,39,31,17,97,69,76,21,73,34,67,23,66
30,89,15,75,30,2,1,23,4,25,3,91,56,69
90,9,23,86,49,21,84,63,22,43,98,18,87,99
74,92,91,81,56,94,94,70,88,2,5,60,69,46
58,52,42,8,13,85,42,41,11,27,80,81,14,45
65,4,50,89,55,43,64,77,11,17,2,53,34,32
33,93,54,22,1,71,42,80,86,51,54,4,40,26
89,44,89,42,30,59,4,41,39,10,59,46,41,43
65,10,21,46,21,3,50,90,54,44,64,63,53,30
43,55,57,60,29,68,39,90,59,23,33,17,77,39
45,52,45,71,79,49,66,68,29,82,62,86,90,7
38,97,82,66,66,97,99,15,78,1,13,74,36,53
61,76,25,29,96,50,62,43,63,97,75,60,9,56
85,31,32,37,97,65,48,14,22,77,6,43,70,70
78,4,15,81,25,60,45,97,59,68,37,29,27,80
22,39,71,37,24,29,30,24,21,28,14,78,98,30
52,5,23,8,58,7,31,81,86,30,10,78,10,63
78,30,24,12,73,33,68,28,36,86,81,65,67,23
20,72,68,93,50,55,66,86,21,65,62,73,28,52
44,10,12,40,79,43,34,56,10,71,70,51,21,24
72,39,19,18,9,59,7,89,18,13,95,9,79,37
3,29,48,50,71,25,74,7,71,47,87,78,41,85
93,44,44,38,34,12,30,19,3,31,32,26,17,87
41,64,91,14,12,80,97,2,53,48,85,99,33,22
79,55,51,44,27,84,97,8,53,16,98,31,99,61
53,59,3,13,9,99,44,21,62,51,94,45,15,78
21,47,46,49,33,98,54,1,10,6,72,3,45,91
45,81,67,16,83,29,52,18,39,7,68,46,72,54
4,85,28,91,70,85,32,20,62,48,27,36,12,88
69,24,90,31,24,43,63,27,38,87,96,72,56,99
57,64,81,28,46,96,24,3,12,55,16,28,59,16
89,10,52,40,37,77,88,85,29,37,16,83,89,25
86,96,95,8,5,12,18,15,57,12,19,37,47,98
10,13,25,58,69,12,26,47,91,77,57,55,62,26
94,34,97,72,73,97,78,56,50,79,49,64,66,91
48,45,24,52,44,88,6,46,4,4,84,22,36,75
28,63,3,82,57,31,78,73,2,81,45,14,8,48
24,13,77,46,92,30,89,3,93,56,44,38,51,45
54,76,99,28,34,95,19,80,40,3,98,18,58,18
52,5,7,11,51,4,15,97,77,14,83,56,6,85
