The number of jobs:
180

The number of machines:
12

The number of workers:
5

The processing power of each machine:
(Where columns denote machines: 1 to 12.)
0,19,13,11,13,18,13,17,20,17,10,18

The idle power of each machine:
(Where columns denote machines: 1 to 12.)
8,7,4,10,4,9,1,2,3,6,9,3

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 5 and columns denote machines: 1 to 12.)
0.75,1.5,0.75,1.5,0.5,0.5,0.5,1,1.5,0.5,0.75,1.5
1.25,0.5,1.25,1.25,1.5,1.5,1.25,1.25,0.75,1.5,1.25,0.5
1.5,0.5,1.5,0.5,0.75,1.5,0.75,1,0.75,0.5,0.5,1.25
0.5,1.5,0.5,0.75,0.5,1,0.75,1.25,1.5,1.5,1.5,1.5
0.5,1.25,1.25,1.25,0.75,0.5,1.5,0.75,1.25,1,1,0.75

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 180 and columns denote machines: 1 to 12.)
7,74,67,53,15,56,9,80,79,31,60,32
10,94,29,56,30,71,69,85,81,5,24,83
36,11,22,88,47,25,31,26,27,39,25,99
52,33,9,8,60,24,18,31,97,81,35,43
8,1,77,99,89,60,81,19,53,87,1,21
87,52,21,76,85,88,91,91,68,19,29,31
28,31,18,19,16,40,26,25,33,58,65,34
5,66,12,1,51,60,73,17,34,82,33,1
11,85,63,74,69,36,11,24,45,78,49,63
76,64,86,32,62,95,76,95,76,93,13,7
55,2,62,91,17,18,57,12,66,72,78,96
71,56,8,8,22,58,99,86,19,93,43,44
18,45,39,87,92,85,66,63,59,80,81,65
77,77,36,27,8,90,3,99,82,46,47,72
66,37,55,24,47,39,57,33,85,54,11,94
18,17,30,71,21,79,40,71,21,44,12,66
42,33,40,74,66,49,45,23,29,44,37,95
4,8,84,58,93,48,91,2,9,47,13,47
56,99,5,93,9,44,85,45,65,33,87,48
55,17,33,39,93,83,13,86,96,42,61,71
84,83,43,51,90,23,54,65,73,54,47,11
27,23,20,65,97,37,24,8,56,48,73,36
85,42,36,54,66,35,61,42,48,11,14,44
89,84,54,88,16,28,51,59,54,93,89,69
4,1,50,65,91,55,21,97,92,13,28,68
71,85,97,16,44,27,96,28,42,80,22,35
