The number of jobs:
200

The number of machines:
14

The number of workers:
6

The processing power of each machine:
(Where columns denote machines: 1 to 14.)
3,18,14,18,13,10,17,17,18,16,18,14,18,15

The idle power of each machine:
(Where columns denote machines: 1 to 14.)
3,5,7,6,6,1,6,4,5,5,2,3,10,6

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 6 and columns denote machines: 1 to 14.)
0.5,1,0.5,1,1.5,1.25,1.25,0.5,1,1.25,1,0.5,1.5,0.5
0.5,1.25,1,1.5,0.5,1.5,1.5,1.5,0.5,1.25,1.5,1.25,1,0.5
1.5,1.25,0.5,1.25,1.5,0.75,1,1.25,0.75,0.5,0.75,1,1.25,0.75
1,1,1,1,1.5,1.25,1,1.5,0.75,0.5,1.5,0.75,0.5,0.5
0.75,1.25,0.75,1,1.25,1,1,0.75,1,1,1,1.25,1.5,1.5
1,0.75,0.5,1.25,0.75,0.75,1,1.25,1.25,1.5,1.5,0.75,1.5,0.75

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 200 and columns denote machines: 1 to 14.)
35,66,77,18,41,3,7,37,72,25,4,51,95,92
76,30,38,98,24,98,36,20,13,43,10,33,68,6
37,68,80,64,13,72,27,58,89,82,56,95,88,9
33,31,38,74,57,40,58,20,76,4,25,85,20,29
74,89,47,79,21,14,32,25,54,36,84,27,32,41
45,38,33,34,77,49,72,43,22,7,75,57,71,18
42,46,66,95,73,91,51,60,33,17,13,41,60,51
25,68,59,89,7,74,62,36,9,11,41,10,52,23
59,63,65,53,29,94,69,15,9,50,11,16,31,39
6,66,84,57,46,1,44,13,39,24,6,15,44,89
39,44,23,14,76,71,71,18,36,91,55,95,65,63
19,95,49,41,67,45,82,94,31,57,19,36,66,36
56,57,10,63,63,10,13,85,13,11,95,5,15,70
52,45,36,61,28,58,58,71,19,87,37,60,74,83
28,56,85,63,49,76,42,82,57,47,91,20,74,83
81,26,46,10,56,21,72,49,60,61,78,25,33,62
27,83,22,71,52,56,91,36,55,69,87,60,51,72
64,58,96,72,68,36,62,54,98,15,21,43,89,94
5,6,64,8,52,43,52,57,15,66,98,27,41,38
21,70,40,52,3,57,97,26,32,70,21,34,82,8
78,33,66,43,25,50,76,17,24,71,16,14,58,35
23,58,91,71,75,28,58,51,59,89,51,47,22,89
85,31,12,9,67,89,48,89,68,76,47,68,20,57
46,14,53,6,62,79,13,53,49,18,2,46,44,40
80,42,76,5,2,57,82,41,83,16,42,23,80,38
15,70,93,28,29,33,21,14,43,45,2,98,27,66
58,64,22,3,6,29,79,23,79,26,45,92,27,13
40,19,37,68,78,43,78,82,84,74,65,20,83,92
6,23,98,57,25,79,62,94,81,44,90,32,89,91
14,32,4,37,92,14,74,46,32,79,25,20,35,36
55,9,50,41,70,11,71,48,63,41,92,37,17,51
55,65,70,60,12,68,20,6,3,6,19,25,27,34
18,96,58,62,54,44,17,48,88,82,58,79,22,96
31,66,97,97,12,66,86,77,97,3,73,81,65,45
77,11,91,17,39,78,49,77,39,75,54,59,70,36
30,21,95,13,64,55,44,60,19,1,15,27,2,84
34,12,66,70,33,44,88,94,80,67,86,22,69,32
96,11,34,43,18,4,60,70,89,87,61,67,97,14
34,26,15,28,76,29,9,10,8,59,60,89,58,75
81,30,83,51,19,60,63,55,66,29,20,46,7,70
26,26,39,60,39,22,19,60,36,99,12,73,77,3
85,40,65,71,49,92,58,12,58,73,94,61,72,50
91,8,5,93,13,37,19,72,17,10,24,32,75,32
83,51,82,78,11,94,79,34,69,57,26,7,87,58
65,64,8,84,67,33,76,9,71,75,78,11,21,43
52,77,74,28,43,57,48,10,49,14,83,15,48,20
63,35,39,3,84,50,65,70,94,9,91,40,24,95
8,95,78,66,94,3,77,63,75,66,94,8,99,84
85,38,67,24,40,42,8,4,14,33,22,97,41,79
38,50,70,61,18,41,84,26,65,35,43,14,63,4
15,37,21,48,85,67,27,92,83,33,44,33,48,87
97,87,16,17,57,46,73,55,64,81,2,4,73,39
63,19,77,10,10,10,31,8,48,5,64,40,5,99
95,64,40,11,74,3,42,58,41,70,29,78,50,20
28,31,38,64,9,10,5,43,32,49,39,43,52,98
15,82,46,99,29,18,41,95,21,48,67,43,97,26
32,74,69,7,71,2,39,37,49,19,29,56,64,28
86,33,34,72,22,93,24,50,58,40,69,9,6,77
73,56,86,44,82,49,92,29,12,43,13,92,17,71
17,82,90,65,17,25,87,41,59,56,11,19,69,87
92,68,79,80,63,61,5,81,90,87,73,12,5,45
91,31,70,89,44,6,50,27,57,50,67,30,8,93
37,23,24,31,32,22,24,35,11,48,62,79,84,40
42,47,95,67,28,68,77,91,89,91,85,57,4,73
81,83,83,88,70,51,38,26,89,97,34,99,54,48
44,12,35,29,6,90,96,67,30,50,61,84,81,75
36,1,99,50,41,71,42,11,26,40,46,52,64,39
88,20,90,90,93,28,92,52,35,1,37,75,36,38
67,47,74,35,83,27,26,4,16,88,85,70,20,11
43,36,70,24,30,41,8,49,78,8,9,91,69,33
95,35,81,78,9,14,45,91,21,60,39,52,92,93
80,6,4,27,1,66,7,92,52,87,3,30,64,50
77,8,73,76,26,89,48,41,51,75,91,37,48,4
49,71,90,83,50,68,49,49,81,16,58,41,60,27
49,73,44,36,65,49,98,44,92,30,73,65,2,31
21,35,43,80,72,8,98,65,18,66,68,42,49,73
44,9,93,96,73,98,89,95,35,36,3,70,59,17
81,80,32,79,42,76,61,51,93,68,89,63,96,37
4,19,48,70,84,11,91,39,63,49,26,92,24,91
23,65,49,87,79,40,15,81,29,45,3,62,82,22
50,47,55,33,5,58,42,90,14,91,32,95,86,16
53,66,64,72,49,99,19,8,65,75,64,98,43,35
79,9,7,55,13,69,10,31,62,44,22,96,55,28
84,29,76,45,38,98,16,46,50,72,40,86,76,38
82,34,80,92,86,70,79,35,2,86,36,1,77,15
54,19,53,98,77,4,36,29,37,14,81,17,57,70
73,63,1,76,82,30,14,69,46,58,91,38,26,92
44,80,94,11,44,67,70,22,61,94,49,53,62,63
90,30,11,24,32,50,30,59,92,51,50,31,57,79
24,92,91,33,95,96,48,93,9,66,77,61,92,72
96,46,35,39,8,38,99,53,49,89,89,17,24,11
93,23,55,54,78,4,66,14,73,42,15,50,55,46
88,43,22,25,53,33,38,37,35,41,31,14,88,12
80,86,42,17,8,36,23,70,43,49,47,54,81,32
32,41,68,91,51,24,48,90,43,70,82,73,72,18
51,30,31,69,86,91,19,30,45,1,49,49,21,92
40,90,23,52,75,64,79,29,16,3,32,38,46,82
56,48,25,2,90,75,19,25,3,87,32,16,19,64
53,32,68,17,36,16,31,53,31,73,4,15,43,1
28,16,88,71,97,81,76,23,49,11,7,21,96,81
10,65,1,7,65,94,55,36,30,27,8,93,94,55
3,57,84,51,8,95,85,86,19,88,46,44,69,58
51,55,49,49,66,70,27,59,96,11,27,88,95,38
26,86,31,45,19,9,5,27,17,59,4,66,99,53
80,23,23,94,81,88,87,29,94,63,54,2,93,46
80,15,35,25,10,74,17,60,16,11,46,80,72,89
69,27,67,57,68,62,72,83,64,13,33,28,46,67
39,48,94,34,91,12,37,79,23,55,58,80,50,16
49,17,84,82,68,20,21,92,8,98,87,80,57,77
32,90,99,24,33,84,63,74,66,3,84,57,62,54
50,45,70,68,39,5,83,42,74,70,36,10,29,44
1,37,69,86,27,36,77,30,80,30,39,58,35,89
85,66,43,60,38,95,24,34,5,16,12,96,39,59
62,64,13,37,74,36,83,35,13,25,68,26,89,91
27,49,87,62,72,57,97,40,31,49,16,14,43,30
48,3,85,48,20,4,65,86,49,11,20,61,93,3
47,17,5,41,91,11,30,82,3,62,1,29,3,29
2,49,18,51,4,65,7,76,40,79,89,36,52,20
85,11,6,52,16,32,70,63,25,81,11,53,28,31
97,9,86,94,97,89,16,6,22,1,30,87,19,36
82,2,42,15,26,97,42,87,52,94,42,76,82,70
68,40,80,8,58,50,70,53,63,30,21,25,68,67
20,9,25,34,97,69,74,61,29,87,66,25,3,54
84,72,76,85,6,81,14,9,10,1,2,92,62,88
20,56,6,55,61,88,14,50,5,6,85,68,30,44
98,84,21,1,18,86,57,70,22,25,41,95,35,85
52,4,76,60,79,76,41,21,92,7,26,31,6,43
36,29,81,80,43,7,87,99,80,11,21,4,25,2
74,47,3,73,74,93,45,15,81,75,33,99,66,87
3,88,80,32,76,44,25,89,51,54,46,49,55,8
33,87,78,22,82,4,78,30,16,54,62,77,41,35
83,98,64,84,44,41,20,16,11,37,4,99,70,41
55,60,83,39,66,12,87,89,83,35,5,46,16,28
92,34,72,42,87,83,83,71,57,8,96,70,5,76
98,70,62,65,34,81,60,1,10,59,89,75,97,43
82,86,48,30,21,12,49,19,33,81,2,14,94,51
81,92,92,33,54,10,56,42,53,30,67,44,3,50
91,8,22,57,30,79,40,79,74,17,3,66,71,55
97,29,81,79,96,47,36,55,95,68,69,72,60,84
69,11,65,81,54,89,38,42,1,25,61,39,13,80
9,41,46,15,81,73,15,85,10,56,64,40,58,30
42,33,93,77,95,58,19,11,17,17,33,77,85,10
62,49,1,62,83,36,71,26,1,88,25,52,29,5
48,92,20,12,32,36,65,83,9,13,66,97,34,4
52,41,10,5,3,2,34,47,93,39,74,77,28,77
98,95,9,96,27,61,10,94,80,4,47,71,98,96
30,67,96,92,67,73,56,70,22,8,50,98,36,81
60,38,23,84,98,23,29,15,6,45,46,18,91,37
49,95,15,26,71,38,55,80,54,5,94,13,15,75
17,62,73,4,9,72,74,20,39,47,94,9,20,57
68,93,13,89,59,61,7,81,88,73,1,68,42,61
78,64,89,55,2,4,61,49,29,61,54,65,75,72
27,11,97,65,94,91,74,69,98,23,96,1,62,20
37,59,31,95,27,42,27,74,24,63,15,75,32,59
32,32,74,78,83,17,61,37,62,10,96,96,72,70
54,61,48,13,92,58,97,41,81,39,83,23,37,55
87,90,33,21,85,79,25,79,40,96,30,65,84,48
92,8,78,59,49,44,69,28,32,77,90,75,36,57
57,69,93,22,35,56,12,55,28,63,35,81,69,35
91,30,5,61,11,26,34,86,35,79,47,47,62,36
13,82,91,82,51,92,3,22,34,43,90,34,69,48
31,24,66,23,27,42,73,29,33,78,79,64,22,32
66,61,15,82,48,93,68,30,32,22,55,30,33,96
13,13,36,17,72,32,88,67,67,99,48,71,29,32
48,63,85,20,49,73,37,5,39,19,75,54,20,71
92,88,21,30,72,33,20,97,8,66,91,37,10,22
16,16,34,36,69,95,80,4,43,11,6,19,54,81
3,18,96,34,35,35,48,82,19,7,52,45,49,69
54,58,98,51,47,64,35,67,29,39,24,87,66,7
1,36,31,28,52,26,62,32,88,76,3,97,72,46
17,75,51,56,68,27,94,75,19,38,56,33,32,20
21,48,11,98,81,5,30,48,64,75,12,58,90,70
9,56,52,76,52,33,24,76,65,9,60,50,54,41
68,72,92,89,34,3,80,43,94,63,17,32,64,23
5,80,2,43,89,39,13,38,65,1,97,76,74,21
94,1,49,91,34,56,13,57,34,9,65,69,26,91
70,41,5,90,80,87,29,67,45,68,41,51,76,21
28,46,21,40,11,36,38,74,49,72,24,92,23,7
64,20,9,38,2,10,2,91,48,83,73,61,38,29
45,19,44,21,29,61,92,82,52,38,6,85,38,94
68,55,64,74,83,62,33,7,39,57,54,83,69,38
16,67,17,28,67,15,50,72,25,43,83,71,9,11
29,76,72,70,29,3,22,60,74,81,32,43,59,67
56,11,31,63,77,14,21,70,94,94,83,55,54,21
28,5,21,11,55,7,22,34,91,23,17,1,9,84
82,41,18,62,40,27,29,47,76,59,32,2,46,48
2,24,96,67,80,55,6,61,50,61,53,3,87,51
20,81,75,87,47,70,91,92,86,47,74,48,21,9
99,5,2,67,16,74,24,23,33,17,70,72,80,50
9,34,97,27,61,57,95,36,42,15,37,33,78,36
46,56,97,75,10,84,63,16,34,78,67,76,77,52
88,60,63,14,99,32,1,61,85,75,38,56,17,91
