The number of jobs:
160

The number of machines:
16

The number of workers:
6

The processing power of each machine:
(Where columns denote machines: 1 to 16.)
5,20,18,17,19,17,10,18,11,13,19,18,15,13,19,14

The idle power of each machine:
(Where columns denote machines: 1 to 16.)
10,7,7,3,10,10,10,7,7,6,3,7,8,3,7,2

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 6 and columns denote machines: 1 to 16.)
1,0.5,0.5,1.25,0.5,1.5,0.5,1.25,0.75,0.75,1.25,1.25,0.5,0.5,0.5,1.5
0.75,0.5,1.25,0.5,0.75,0.5,0.75,1.5,0.75,1,0.5,0.75,0.5,0.75,1,0.75
1.5,1.5,0.75,1.25,0.5,1.25,0.5,0.5,1.25,0.75,0.5,1.5,1.5,0.75,1,1.25
0.75,0.5,1,1.25,0.75,1,1,1.5,0.5,1.25,0.75,0.75,0.75,1,0.75,1.25
1.25,0.5,0.5,1.5,1,0.5,0.75,1.5,1.5,0.75,1.5,0.75,0.75,1.5,1,1.25
0.5,1.25,1.5,0.5,0.5,0.75,0.75,1.5,1.25,1.25,1.5,1,1.5,0.5,1.25,1

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 160 and columns denote machines: 1 to 16.)
3,59,89,69,11,92,13,55,77,99,38,85,28,51,94,38
42,25,76,17,5,57,20,68,49,78,28,73,41,9,69,6
33,15,46,25,53,7,62,2,40,30,15,81,74,76,23,72
32,59,20,5,23,19,50,99,34,85,91,75,49,39,71,1
83,5,79,61,29,24,89,67,24,17,59,63,4,5,46,29
78,92,70,5,8,72,2,39,58,38,19,64,16,53,94,64
73,46,98,42,96,75,46,13,33,98,39,50,8,94,67,96
9,55,76,67,99,12,84,82,48,82,2,95,40,16,90,16
77,97,32,78,57,50,59,6,6,54,72,29,98,2,31,78
13,93,8,55,93,98,48,68,93,26,95,61,83,58,47,59
38,26,90,39,62,82,60,44,68,27,37,54,64,7,10,46
62,22,21,3,33,72,32,99,87,80,69,53,4,51,8,96
37,3,62,39,86,42,64,74,36,69,16,82,24,87,93,8
62,23,98,61,66,45,64,25,16,24,72,70,12,13,60,83
37,48,13,95,58,96,56,79,97,58,67,73,89,98,68,42
70,79,24,40,41,87,29,77,71,81,76,46,4,93,8,97
