The number of jobs:
140

The number of machines:
14

The number of workers:
5

The processing power of each machine:
(Where columns denote machines: 1 to 14.)
9,13,20,16,10,11,14,19,17,15,19,14,10,19

The idle power of each machine:
(Where columns denote machines: 1 to 14.)
10,7,10,2,6,3,8,3,6,8,5,8,6,6

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 5 and columns denote machines: 1 to 14.)
1.5,1,0.75,1.5,1.5,0.75,1,0.5,0.5,1.5,1.5,1,0.75,1.25
1.25,1.5,0.75,0.75,0.75,1.5,0.75,1.5,1,1.25,1.5,1.5,1,1
1.5,1,0.75,1.25,1.5,0.75,0.75,1,1,1,1.25,1,1.5,0.75
0.5,1,1.5,1.25,0.5,0.5,1,0.75,1.5,1,1,1.5,0.75,0.5
0.5,1,1,1.5,0.5,1.5,0.75,1,1,1.25,1.5,1.25,1.25,1.5

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 140 and columns denote machines: 1 to 14.)
42,47,69,46,20,74,14,79,13,18,51,90,47,86
57,43,74,1,17,53,65,28,25,76,6,24,43,71
42,78,6,63,60,54,54,62,46,42,84,35,7,10
12,81,81,86,49,53,85,33,10,46,94,1,94,89
13,94,75,38,71,84,40,4,14,26,26,93,78,68
39,15,61,16,67,82,96,61,75,15,72,65,73,34
74,67,50,42,81,31,1,46,84,4,53,41,79,83
2,14,22,90,33,3,40,36,79,25,26,75,3,72
88,64,49,16,80,7,98,71,27,79,10,8,61,87
66,95,89,16,88,16,89,44,52,14,39,26,12,43
33,38,92,31,45,3,30,35,47,81,99,36,78,69
41,93,73,56,38,63,3,46,87,85,22,62,6,98
87,8,36,35,81,32,57,48,48,74,96,55,96,71
26,50,16,93,56,57,6,46,79,88,96,2,64,62
48,90,72,65,38,19,1,18,85,95,78,58,89,83
68,65,33,5,82,35,32,88,37,76,92,66,37,51
8,67,62,30,62,9,71,33,95,30,3,60,30,60
64,22,31,46,40,20,70,12,24,63,41,47,29,35
22,64,19,59,14,24,38,26,23,80,76,1,83,56
42,13,36,84,29,66,70,12,46,8,42,40,26,2
35,14,30,45,18,36,43,38,69,13,64,58,57,74
7,63,9,89,81,94,66,30,87,85,53,12,66,19
70,30,81,71,47,78,92,4,40,90,79,63,7,52
55,15,68,96,84,6,45,38,24,78,77,73,23,39
78,96,97,36,60,1,81,2,98,83,11,7,97,76
62,19,49,20,38,25,31,12,75,76,11,13,7,74
20,54,90,62,64,27,90,38,87,53,68,72,55,15
89,12,74,92,60,47,38,46,7,99,74,64,66,15
86,26,31,62,53,21,25,85,48,98,32,61,14,71
79,68,32,2,63,87,86,28,63,42,97,38,96,20
29,45,87,25,16,62,4,23,5,34,93,48,56,11
3,79,1,71,73,78,9,63,43,12,83,96,32,8
45,59,80,72,20,46,60,5,90,43,59,74,63,72
62,86,51,90,30,19,52,37,21,81,15,70,34,39
41,5,19,19,29,43,81,75,30,52,27,54,99,52
50,42,93,51,45,74,70,29,80,80,32,92,8,29
49,42,60,97,39,45,78,68,22,37,83,41,48,30
67,23,7,88,33,67,19,39,40,21,52,85,38,38
96,61,99,18,75,78,16,74,25,49,41,32,48,8
38,32,19,63,50,40,57,62,40,45,22,65,94,39
68,18,56,5,86,41,32,85,51,34,46,59,61,35
10,72,44,62,98,51,58,98,63,19,68,30,79,76
90,38,10,7,65,63,39,16,63,38,21,28,13,41
86,63,64,50,24,46,69,26,5,28,50,82,69,65
2,41,33,15,91,60,61,35,35,78,59,57,45,42
27,3,96,35,18,37,48,44,74,26,81,68,54,50
27,90,62,95,4,3,75,71,4,61,21,83,67,69
49,89,31,39,51,39,25,24,79,76,4,15,33,90
37,28,88,52,70,9,20,42,69,11,27,94,56,16
89,69,10,75,31,53,42,49,47,89,77,73,35,33
47,16,28,50,76,72,54,77,27,99,35,72,6,16
81,91,71,14,33,99,25,26,16,69,9,68,28,17
83,51,93,32,13,48,32,50,87,36,47,24,43,97
23,9,97,58,29,23,52,8,6,88,92,51,55,20
50,43,7,8,61,90,18,82,93,14,18,13,59,29
56,98,5,73,99,37,43,91,39,49,63,47,24,53
27,28,74,79,26,50,97,11,4,5,43,20,69,64
25,7,78,68,40,80,62,87,15,94,25,69,65,79
49,65,90,87,79,43,75,38,30,71,61,14,59,91
98,8,22,42,81,23,93,73,39,95,23,47,96,20
45,10,4,27,93,3,30,98,50,16,64,25,34,12
38,63,34,87,14,41,20,19,89,62,55,44,95,29
38,85,35,31,46,27,69,73,20,64,18,91,67,83
29,14,45,82,47,86,58,23,64,31,51,58,94,15
33,37,26,44,94,87,11,64,26,94,79,89,43,12
44,40,2,47,33,94,71,38,65,84,9,13,62,9
50,68,23,3,69,65,3,39,95,83,19,28,17,49
71,63,65,90,36,63,85,73,70,52,65,15,38,60
20,55,82,29,42,46,39,5,38,88,61,89,87,1
