The number of jobs:
40

The number of machines:
10

The number of workers:
3

The processing power of each machine:
(Where columns denote machines: 1 to 10.)
7,16,15,15,17,16,17,14,13,20

The idle power of each machine:
(Where columns denote machines: 1 to 10.)
7,5,9,10,7,8,8,8,1,3

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 3 and columns denote machines: 1 to 10.)
1,1.25,1.25,0.5,0.75,1.5,0.5,0.5,1.25,0.75
1,0.75,1.5,0.5,1,1,0.5,1.5,1.25,1.25
1.25,1.5,1.5,0.75,0.75,1,1.25,1.5,1.25,0.75

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 40 and columns denote machines: 1 to 10.)
75,82,74,4,99,9,61,85,52,46
49,35,95,63,84,76,12,99,20,71
73,59,15,25,13,15,34,1,81,87
95,5,88,47,88,94,31,41,72,37
57,35,90,9,55,77,18,88,58,85
48,95,66,74,18,27,74,9,6,87
81,10,81,85,84,10,38,53,30,40
80,55,35,30,68,8,57,73,33,36
90,49,44,56,65,83,17,80,87,49
86,20,14,9,20,76,52,40,29,52
47,21,99,93,95,65,42,74,9,82
22,12,59,66,87,54,16,50,35,91
68,86,18,95,29,10,75,31,53,12
24,6,1,37,10,97,59,12,11,22
86,72,60,18,57,74,64,4,31,54
3,55,77,52,86,19,41,92,73,38
81,73,44,83,75,60,82,84,76,43
70,13,67,16,93,30,23,28,49,38
34,11,5,91,79,82,88,90,48,79
43,81,46,3,49,46,81,97,19,85
61,34,35,95,69,63,92,33,12,32
23,28,39,67,16,47,49,1,88,91
33,85,6,51,76,83,96,60,9,3
46,79,28,49,11,83,95,54,59,81
33,90,6,12,44,99,90,1,24,51
71,66,50,52,75,14,65,94,34,95
97,66,25,1,63,41,23,98,83,5
65,68,65,78,60,81,34,29,96,44
49,19,74,72,90,24,96,86,67,20
39,35,46,30,99,79,44,11,98,27
99,30,87,23,56,5,37,14,42,45
57,52,10,50,5,25,41,66,75,80
44,64,96,51,43,85,72,68,23,48
7,13,49,68,62,51,92,36,3,50
22,24,50,81,45,50,44,64,14,53
85,20,47,62,72,26,26,82,62,88
42,64,46,68,27,27,80,63,91,73
60,55,56,77,1,52,12,63,20,92
50,7,32,50,47,57,19,9,22,56
45,89,14,82,2,44,90,74,22,37

The initial sequence dependent setup time of each job processed on machine 1.
(Where rows denote jobs: 1 to 40 and columns denote jobs: 0 to 40.For example:The value of Sijk is in row j,column i+1.)
40,87,58,10,11,84,50,59,65,36,94,44,52,83,44,48,87,48,8,41,76,27,27,23,1,1,17,63,76,66,23,2,45,82,34,5,32,1,90,27,99
61,8,73,69,30,87,84,2,73,45,21,13,21,95,81,54,18,45,84,56,95,36,41,87,19,57,20,27,19,16,46,17,99,56,20,39,18,50,9,22,14
99,71,14,69,80,18,42,21,64,52,7,52,47,92,86,96,47,40,65,83,82,39,35,40,14,11,83,16,33,77,97,25,79,63,87,53,92,71,74,15,78
80,69,92,65,60,84,43,82,62,25,49,76,39,15,97,85,2,67,24,67,44,97,57,57,44,3,58,47,60,97,79,90,6,59,58,54,73,32,91,9,13
42,36,36,62,94,37,88,25,82,68,50,40,95,43,54,64,26,39,66,13,10,85,91,86,64,87,68,72,31,89,52,44,49,51,60,56,75,82,25,5,66
83,73,12,46,43,37,79,5,21,28,44,18,14,40,90,28,49,58,10,95,60,39,56,22,22,95,74,31,93,18,9,65,87,55,91,4,57,80,45,55,2
6,29,20,98,93,2,21,96,85,21,13,49,25,28,50,5,2,97,76,36,93,18,44,63,78,5,25,18,6,32,18,90,88,23,47,55,77,16,97,20,91
33,95,30,23,19,87,93,68,79,36,41,49,15,38,4,94,14,3,95,74,38,67,2,20,77,8,32,79,90,12,82,70,21,15,35,48,96,90,58,94,55
39,87,76,43,3,40,95,16,92,70,57,39,74,29,5,84,30,11,75,31,2,2,67,73,33,84,48,57,75,71,94,51,78,55,65,96,11,33,75,85,51
21,34,83,27,52,85,36,29,56,67,38,26,43,45,79,70,77,41,94,15,25,28,88,10,53,25,62,65,22,62,35,61,94,72,34,4,86,65,45,95,32
82,72,81,54,97,64,12,55,15,98,78,72,6,30,50,43,84,4,65,4,22,77,14,46,50,17,27,79,16,65,5,6,26,87,16,87,88,71,70,33,62
37,9,79,22,47,13,24,24,36,87,54,56,8,10,3,58,25,3,14,60,49,85,9,40,94,30,93,85,67,23,32,22,34,5,96,55,73,98,17,81,32
56,41,30,11,92,66,37,77,31,36,42,96,33,90,23,46,39,42,86,60,91,1,23,28,10,20,20,77,56,6,41,17,19,92,66,34,72,4,54,66,46
5,54,10,1,22,44,71,51,23,66,73,93,47,46,92,18,27,43,41,14,71,36,61,99,32,48,68,14,27,90,71,58,13,56,93,61,93,3,71,59,8
