The number of jobs:
180

The number of machines:
16

The number of workers:
6

The processing power of each machine:
(Where columns denote machines: 1 to 16.)
6,11,20,10,18,18,12,11,15,13,18,15,20,19,20,15

The idle power of each machine:
(Where columns denote machines: 1 to 16.)
5,7,8,9,1,6,6,4,10,8,4,8,10,4,9,8

The initial coefficient of each worker on each machine:
(Where rows denote workers: 1 to 6 and columns denote machines: 1 to 16.)
0.75,0.5,1.5,1,0.75,1,1.25,1.25,0.5,0.75,0.75,1.25,1.5,1.25,1,0.75
1,0.75,1.5,0.75,1.5,1.5,1.25,1.25,0.5,1.25,1.5,0.75,1,1,0.75,1.5
1.5,1,0.5,1.5,1,1.25,1.5,0.75,0.5,0.75,0.75,0.5,1,1.25,1.5,0.5
0.5,1.25,1.5,1.25,0.75,1.25,1.5,1,1,0.75,1.25,1.25,1.5,1.25,0.75,0.5
1.5,1.5,0.5,0.75,1.5,0.75,0.5,1,1.5,0.75,1.25,1.25,1.5,0.5,0.75,1.25
0.5,1.25,1.25,1,1.5,1.5,1,1.25,0.5,1,1,1,0.5,1.25,0.75,1

The basic processing time of jobs processed on different machines:
(Where rows denote jobs: 1 to 180 and columns denote machines: 1 to 16.)
8,47,38,60,73,42,60,31,68,20,88,42,12,86,25,73
84,26,88,84,47,23,69,12,32,22,81,71,37,38,89,47
7,67,39,92,82,18,11,21,44,34,17,20,94,87,14,77
7,96,34,94,45,90,38,56,79,24,92,39,16,18,80,70
18,79,33,2,97,73,62,55,26,23,68,91,53,97,44,62
81,62,21,51,41,5,16,39,21,33,62,56,78,12,38,65
85,53,64,27,37,39,89,45,44,70,36,86,35,74,21,44
58,15,96,35,85,29,41,31,58,25,27,11,32,5,1,8
92,32,64,67,72,13,56,60,11,70,58,71,32,81,88,14
95,66,33,29,39,85,66,74,4,69,48,31,46,43,91,52
27,49,78,66,86,26,89,15,18,9,23,77,64,93,89,21
20,36,56,26,94,96,70,94,41,18,10,77,35,28,34,6
84,34,87,97,5,68,63,74,57,25,44,38,38,27,13,71
60,17,24,2,16,95,75,76,35,39,89,34,1,65,55,36
62,43,98,52,43,54,29,94,59,46,79,86,76,82,9,18
84,31,57,78,5,2,76,50,99,66,67,95,23,91,40,94
41,64,63,40,5,36,54,3,87,45,72,72,58,81,49,38
87,98,66,89,61,97,74,36,26,5,47,84,31,8,85,79
2,58,56,4,83,11,89,72,19,56,99,83,59,97,33,20
59,88,12,55,69,78,57,77,86,31,31,46,42,41,47,48
10,6,55,95,11,36,84,80,81,3,1,55,29,65,59,57
57,2,59,95,76,62,91,18,34,97,4,8,14,16,34,97
52,85,29,85,77,92,69,5,61,72,26,13,20,55,19,75
41,56,36,88,92,72,45,35,49,58,34,7,1,11,91,63
20,47,33,92,73,41,12,66,45,26,14,26,62,2,21,53
55,7,94,49,75,51,66,26,63,92,29,71,74,79,16,52
8,98,64,52,74,84,41,56,62,56,38,56,87,69,45,59
59,94,6,8,10,96,75,47,76,15,19,83,18,54,72,8
43,46,15,3,89,26,10,52,44,83,30,47,44,80,96,48
76,63,22,29,60,18,24,23,54,86,71,2,38,39,38,9
12,59,22,64,2,18,82,43,88,61,30,40,54,32,11,91
21,58,88,6,6,3,19,75,39,6,84,72,82,75,87,67
84,87,85,71,98,30,46,72,65,94,52,11,30,78,58,81
12,10,11,93,20,98,76,57,53,73,47,26,80,97,48,15
21,8,66,60,32,68,72,13,40,38,99,49,85,47,8,48
92,48,63,3,28,40,18,32,78,53,81,99,15,94,3,23
71,9,43,14,44,46,44,51,2,81,81,38,16,49,53,14
45,85,96,25,75,98,6,81,42,91,61,33,12,18,61,54
80,80,31,43,94,84,54,12,78,51,92,8,21,32,18,19
25,37,99,96,79,24,27,75,20,2,44,62,4,51,35,18
6,35,49,70,4,41,62,42,97,67,54,63,10,59,94,27
38,95,92,91,46,20,78,90,73,36,44,87,97,28,31,94
92,82,73,16,94,82,39,49,58,48,5,47,92,31,88,72
46,40,23,38,55,68,75,91,66,74,40,46,53,58,88,66
67,46,77,33,32,68,40,38,14,28,53,41,36,35,46,12
29,50,53,59,13,96,33,36,19,39,22,30,36,63,32,79
55,53,7,15,70,25,61,62,21,54,40,69,88,8,93,77
33,91,64,37,18,45,28,40,92,24,29,19,65,64,44,35
16,23,64,72,71,49,83,42,92,98,59,68,87,21,15,96
98,83,75,41,15,50,73,85,8,2,33,12,78,24,44,53
90,62,67,65,81,83,94,38,30,16,70,83,99,81,76,48
97,32,5,25,69,51,90,22,86,99,16,75,80,55,40,25
61,7,3,38,35,25,94,43,66,48,68,32,34,5,32,86
3,35,18,3,29,36,43,76,46,38,77,74,32,79,6,91
4,79,30,43,72,86,61,8,20,16,91,4,89,61,16,14
31,2,37,71,99,22,76,74,26,65,15,39,4,28,55,44
20,96,16,54,33,4,82,44,13,92,61,53,90,18,70,59
6,43,27,94,75,1,34,88,15,41,89,85,63,89,12,58
70,20,82,23,2,77,86,14,39,41,41,99,69,42,5,42
20,45,39,95,1,68,82,44,24,30,46,95,41,71,80,32
46,51,10,8,95,82,29,81,60,7,55,58,28,12,15,30
33,17,62,17,28,5,84,67,58,50,37,84,18,69,55,53
17,36,69,87,4,39,41,64,28,99,60,32,24,66,11,51
18,95,81,1,92,25,91,19,40,9,27,8,39,57,30,82
81,36,49,90,45,98,95,12,67,45,10,84,36,74,93,85
77,14,97,8,84,58,7,59,13,86,77,72,80,84,69,45
31,96,62,36,36,37,38,18,86,1,89,7,78,36,15,35
